QKEY,INTERVIEW_START_W74,INTERVIEW_END_W74,DEVICE_TYPE_W74,LANG_W74,FORM_W74,TOPICINT_a_W74,TOPICINT_b_W74,TOPICINT_c_W74,TOPICINT_d_W74,TOPICINT_e_W74,INEQATTN_W74,RACECONV_W74,EDUCRACE_W74,MINBUS_W74,COMMDIV_W74,COVID_SCI6E_W74,NOCVACC_a_W74,NOCVACC_b_W74,NOCVACC_c_W74,NOCVACC_d_W74,VACCNCRN_a_W74,VACCNCRN_b_W74,VACCNCRN_c_W74,VACCNCRN_d_W74,VACCNFDT_W74,VACCDEV_W74,VACCHAPPEN_a_W74,VACCHAPPEN_b_W74,VACCHAPPEN_c_W74,RACESURV5_a_W74,RACESURV5_b_W74,RACESURV5_c_W74,RACESURV5_d_W74,RACESURV5_i_W74,RACESURV5_j_W74,RACESURV6_W74,RACESURV12_W74,RACESURV13_W74,RACATTN_W74,RACESURV28_a_W74,RACESURV28_b_W74,RACESURV28_c_W74,RACESURV28_d_W74,RACESURV28_f_W74,RACESURV28_g_W74,IMPPEOPLE_a_W74,IMPPEOPLE_b_W74,IMPPEOPLE_c_W74,IMPPEOPLE_d_W74,IMPPEOPLE_e_W74,IMPPEOPLE_f_W74,REDRACIALINEQ_a_W74,REDRACIALINEQ_b_W74,REDRACIALINEQ_c_W74,REDRACIALINEQ_d_W74,REDRACIALINEQ_e_W74,REDRACIALINEQ_f_W74,REDRACIALINEQOTH_M1,REDRACIALINEQOTH_M2,REDRACIALINEQOTH_M3,REDRACIALINEQOTH_REFUSED_W74,BLM_W74,RACECHNG_W74,IMPLIVES_W74,POLICYCHNG_W74,SNSUSE_W74,POSTRACE_W74,POSTMOTIVE_a_W74,POSTMOTIVE_b_W74,JOKE1_W74,CANCUL1_W74,CANCUL2_W74,SMPOLAD1_W74,SMPOLAD2_W74,AVOIDPT1_W74,AVOIDPT2_a_W74,AVOIDPT2_b_W74,AVOIDPT2_c_W74,AVOIDPT2_d_W74,AVOIDPT2_e_W74,PROB1a_W74,SMSUEOH_W74,OHCONS_a_W74,OHCONS_b_W74,OHCONS_c_W74,OHCONS_d_W74,OHCONS_e_W74,SMOH_W74,ON7_a_W74,ON7_b_W74,ON7_c_W74,ON7_d_W74,ON7_e_W74,ON7_h_W74,IDENTITY_a_W74,IDENTITY_c_W74,IDENTITY_d_W74,IDENTITY_e_W74,IDENTITY_f_W74,ON7REC_a_W74,ON7REC_b_W74,ON7REC_c_W74,ON7REC_d_W74,ON7REC_e_W74,ON7REC_h_W74,ON10_W74,ON12_a_W74,ON12_b_W74,ON12_e_W74,ON12_f_W74,ON12_g_W74,ON12_h_W74,YOU1_W74,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE2,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,RACATTN_W43,RACESURV5a_W43,RACESURV5b_W43,RACESURV5c_W43,RACESURV5d_W43,RACESURV5i_W43,RACESURV5j_W43,RACESURV6_W43,RACESURV12_W43,RACESURV13_W43,RACESURV28a_W43,RACESURV28b_W43,RACESURV28c_W43,RACESURV28d_W43,RACESURV28f_W43,RACESURV28g_W43,COVID_SCI6E_W67,WEIGHT_W43_W74,WEIGHT_W67_W74,WEIGHT_W74
106068,9/9/2020 16:41:05,9/9/2020 18:20:45,1,1,1,1,1,2,1,4,1,3,2,2,1,3,1,3,3,1, , , , ,2,1,4,2,1,1,4,4,3,1,3,2,2,2,3,1,1,1,1,1,1,2,1,2,1,1,2,3,2,2,2,1,1, , , ,99,1,2,1, ,2, , , ,1,1,2,3,4, , , , , , ,1,1,2,2,2,2,2,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,1,1,6,2, ,1,1,1,1,1,1,9, ,3,6,2, ,2,4,9,1,5,1,1, , , , , , , , , , , , , , , , ,1, ,.167765357320134,.166740047021674
106444,9/9/2020 16:59:40,9/9/2020 17:12:53,2,1,2,1,1,2,1,2,1,4,3,3,1,2, , , , ,3,3,3,3,2,1,2,2,1,1,4,3,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,2,3,1,2,3,3,1,2,1,2, , , ,99,1,2, ,1,1,1,1,4,1,1,1,1,4,1, , , , , ,1,2,3,2,1,1,1,3,1,2,2,2,2,2,2,2,1,2,2, , , , , , ,4,1,2,2,2,2,2,2,1,1,2,4,2,1,5,2, ,1,1,1,1,1,1,2,2,2,6,2, ,2,3,9,1,3,1,2,2,1,4,4,5,1,3,2,2,2,1,1,1, ,1,1,1,.386253255491609,.437707110917625,.529313202252281
106590,9/10/2020 2:30:45,9/10/2020 2:42:11,2,1,2,1,2,1,1,4,1,2,2,4,2,2, , , , ,3,1,1,3,2,1,2,2,3,5,5,5,5,2,3,1,1, ,1,1,1,1,1,3,3,2,1,4,3,3,2, , , , , , , , , ,0,2,3, ,2,1,1,1,2,2,2,2,1,4,4,3,3,3,3,3,1,2,3,2,2,3,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,2,1,6,2, ,1,1,1,1,1,1,12, ,3,5,1, ,1,2,9,1,3,2,2, , , , , , , , , , , , , , , , ,2, ,.418433569503785,.416940450834128
106885,9/9/2020 21:04:11,9/9/2020 21:29:14,2,1,2,2,1,1,2,4,3,2,3,4,2,3,1,3,3,2, , , , ,3,1,3,3,2,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,3,4,4,4,4,3, , , , , , , , , ,0,4,2, ,1,1,3,3,2,2,1,1,3,4,1, , , , , ,1,1,2,1,1,2,1,4,2,2,2,2,1,2,2,1,1,1,2, , , , , , ,4,1,2,2,2,2,2,3,1,4,9,4,2,1,5,1,1,1,5,3,1,1,1,2,2,2,1,1, ,1,1,9,1,1,1,1,1,1,3,3,2, , ,2, , ,1,1,3,1,3,3,4,.164111524391123,.287194646962082,.322096315991589
107023,9/11/2020 15:45:04,9/11/2020 16:19:32,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,2,1, , , , ,2,2,3,2,1,4,3,2,2,2,5,2,2,3,2,1,1,1,1,1,3,1,1,2,1,3,2,2,2,1,2,1,2, , , ,99,1,1,1, ,1,2,2,2,1,1,4,2,4,3,3,3,3,3,3,1,1,1,2,1,1,1,3,1,2,1,2,1,2,2,2,1,2,1,2, ,2, ,2, ,3,1,2,2,2,2,2,3,1,3,5,3,2,2,4,2, ,1,2,2,1,1,2,1,1,1,1,2, ,2,4,4,1,4,2,2,2,1,3,3,3, , ,2, , ,1,1,1,1,1,1,2,.272988925300683,.612013159664342,.677999328421723
107329,9/9/2020 23:49:09,9/10/2020 0:13:40,2,1,2,1,1,1,1,2,3,2,2,2,3,4,1,3,3,1, , , , ,4,1,4,4,1,1,4,4,3,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1, , , ,99,1,2, ,2,1,3,1,4,1,1,2,3,4,3,3,3,3,3,3,2,1,1,1,1,1,1,4,2,2,1,2,2,2,2,2,1,2,2, , , , , , ,2,1,2,2,2,2,2,1,1,1,2,3,2,1,5,2, ,1,2,2,1,1,6,2,2,2,5,2, ,2,4,2,1,5,1,2,2,1,4,4,3, , ,2, , ,1,1,1,1,1,1,3,.154801074703551,.274716918866747,.324199928706661
107612,9/10/2020 1:26:44,9/10/2020 1:52:10,1,1,1,1,1,1,1,4,1,2,2,4,1,4,1,3,3,1, , , , ,3,1,3,3,2,1,4,5,1,1,2,2,2,3,2,1,3,1,1,1,1,1,1,1,2,1,1,99,1,1,1,4,1,9, , ,1,1,1,1, ,1,4, , ,2,1,4,1,4,3,1,2,2,3,3,1,2,1,1,1,1,4,3,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,4,2,2,1,2,2,2,1,1,3,7,4,2,2,3,2, ,1,99,99,1,1,3,1,1,1,6,2, ,2,3,6,1,3,4,2,2,1,1,3,3, , ,2, , ,1,3,1,1,1,1,1,.209787164205182,.492713500289902,.575512208819727
107668,9/9/2020 23:52:43,9/10/2020 0:03:50,2,1,1,2,2,2,2,4,3,3,3,2,2,4,1,3,3,1, , , , ,2,1,2,3,2,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,2,1,2,4,2,2, , , , , , , , , ,0,4,3,2, ,1,1,1,4,2,1,4,1,3,3,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,7,3,2,1,5,2, ,1,1,1,1,1,6,1,2,1,6,1, ,1,2,5,1,3,1,2, , , , , , , , , , , , , , , , ,3, ,.300616829791476,.328128192519874
108035,9/10/2020 3:09:02,9/10/2020 3:21:41,1,1,1,4,1,1,3,4,3,4,4,4,4,2, , , , ,2,3,3,3,1,2,1,1,4,4,1,1,2,4,2,1,1, ,1,2,2,2,3,2,2,4,3,4,4,4,4, , , , , , , , , ,0,4,1,2, ,2, , , ,2,2,4,1,4, , , , , , ,2,2,3,3,1,2,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,3,1,3,1,2, ,1,1,1,1,1,1,1,2,1,3,1, ,1,1,9,1,1,2,1,1,4,1,1,1,2,5,1,1, ,3,2,3, ,3,3, ,.620504520523775, ,1.40883295133189
108169,9/9/2020 20:45:27,9/9/2020 20:56:03,1,1,1,2,1,1,1,3,1,3,3,4,1,2, , , , ,1,2,1,3,2,1,4,2,1,1,4,3,5,1,4,2,2,3,3,1,1,1,1,1,3,2,1,2,3,1,1,3,1,2,3,1,1, , , ,99,2,2,2, ,1,2,1,4,1,1,2,3,4,4,2,3,1,3,2,1,1,1,2,1,1,2,4,2,2,2,2,1,2,1,2,1,2,2, , , , , , ,4,1,2,2,2,2,2,2,1,2,3,3,2,1,6,2, ,1,1,1,1,1,4,9, ,3,6,2, ,2,4,5,1,4,1,2, , , , , , , , , , , , , , , , ,1, ,.255489034140458,.25609328901521
108348,9/12/2020 16:46:00,9/12/2020 16:55:53,1,1,2,3,2,2,2,4,2,4,4,4,3,4,1,1,3,1, , , , ,3,1,3,3,1,2,5,3,3,1,3,1,3, ,1,3,3,3,3,3,3,2,2,2,4,3,2, , , , , , , , , ,0,4,2, ,2,1,4, , ,1,1,3,3,4,2, , , , , ,2,2,2,4,4,4,4,3,1,2,2,2,1,2,2,2,2,2,2,2, , , ,2, ,4,2,2,2,2,1,2,2,1,4,8,3,2,2,3,2, ,1,1,1,1,1,6,1,1,1,1,3,1,1,1,3,1,2,2,2, , , , , , , , , , , , , , , , ,2, ,.618894026629189,.639697469931563
108435,9/10/2020 1:44:35,9/10/2020 2:12:06,1,1,1,1,1,1,1,3,1,2,2,2,2,2, , , , ,3,3,3,3,2,2,2,2,2,5,5,5,5,5,5,1,3, ,3,3,3,3,3,3,3,2,2,2,3,2,2, , , , , , , , , ,0,3,1,2, ,2, , , ,2,2,2,1,3, , , , , , ,1,1,3,3,3,3,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,3,2,1,6,2, ,1,1,1,1,1,1,2,2,2,4,1, ,1,1,9,1,2,2,2, , , , , , , , , , , , , , , , ,2, ,.467813853620032,.5224283449181
108592,9/9/2020 18:41:25,9/9/2020 18:59:09,1,1,1,1,1,1,1,2,1,3,2,1,4,2, , , , ,1,1,3,3,1,1,3,2,2,1,4,4,3,3,4,2,2,4,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,4,2,9, , ,1,1,1,1, ,1,1,1,3,1,1,3,2,3,1, , , , , ,1,2,1,1,1,2,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,4,2,2,4,2, ,1,2,2,1,1,3,1,2,1,1,2, ,2,3,3,1,3,2,2,2,1,4,4,3,1,3,2,2,3,1,1,1, ,1,1,1,.29058802681085,.785099905990797,.763644379040301
108909,9/10/2020 18:06:42,9/10/2020 18:47:25,3,1,1,1,3,2,2,2,1,2,2,4,2,2, , , , ,2,3,3,3,2,2,2,2,2,5,5,5,5,5,5,2,2,3,2,3,3,1,1,3,1,2,1,2,2,2,2,3,2,3,2,2,2,99, , ,1,1,1,1, ,2, , , ,2,2,3,2,3, , , , , , ,1,1,3,3,3,2,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,4,2,3,1,2, ,1,1,1,1,1,5,2,2,2,5,2, ,2,3,1,3,3, ,2,2,1,5,5,5,1,5,2,2,1,1,1,3, ,3,3,2,2.04411383747466,4.15830795747183,3.69678431705496
109143,9/9/2020 16:33:16,9/9/2020 17:24:23,1,1,1,2,2,1,2,2,1,3,4,4,2,2, , , , ,1,2,2,3,2,2,1,3,1,5,5,5,5,5,5,1,1, ,1,3,3,3,1,3,3,2,2,3,4,3,4, , , , , , , , , ,0,3,3,2, ,2, , , ,2,1,4,3,4, , , , , , ,2,2,2,2,1,1,3,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,2,3,2,2, ,1,1,1,1,1,4,1,2,1,5,1, ,1,1,8,1,2,1,1,1,5,5,5,5, , ,1, , ,3,3,3,3,3,3,2,.433234446959483,.68743474581139,.777929918058043
109188,9/11/2020 0:54:05,9/11/2020 4:21:03,2,1,2,1,1,1,1,3,1,4,2,3,3,1, , , , ,2,3,3,3,2,1,3,4,3,1,3,3,5,5,3,2,3, ,3,1,1,1,1,1,3,1,1,1,2,2,1, , , , , , , , , ,0,2,1, ,1,1,2,1,2,2,1,3,3,3,4,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,4,2,1,6,2, ,1,1,1,1,1,3,2,2,2,2,3,2,2,3,5,1,3,1,1, , , , , , , , , , , , , , , , ,1, ,.307083351984162,.303085371336657
110041,9/10/2020 2:47:27,9/10/2020 3:19:03,3,1,2,1,1,1,2,2,2,4,4,4,3,3,3,3,3,1, , , , ,3,1,1,1,3,5,1,2,5,3,2,1,3, ,1,1,3,3,3,3,3,3,2,4,4,4,3, , , , , , , , , ,0,4,1, ,2,2, , , ,2,2,2,3,4, , , , , , ,1,1,4,4,4,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,1,6,2, ,1,1,1,1,1,1,2,2,2,5,1, ,1,1,9,1,1,2,1,1,3,2,5,3,3,1,1,3, ,1,3,3, ,3,3,1,.311074551730425,.28868257077436,.278291738154057
110361,9/10/2020 16:07:08,9/10/2020 16:29:17,1,1,2,1,1,2,1,2,1,2,1,2,2,1, , , , ,3,2,3,3,2,1,4,3,2,1,4,3,2,2,3,2,2,2,3,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,1,1,3, , ,1,1,1, ,2,2, , , ,1,1,2,3,4, , , , , , ,1,1,1,1,1,2,1,4,1,1,1,2,1,2,2,2,1,2,2,1,1,2, ,1, ,3,1,2,2,2,1,2,1,1,3,5,4,1,1,5,2, ,4,1,1,1,6,1,9, ,3,5,4,2,2,4,9,1,4,3,1, , , , , , , , , , , , , , , , ,1, ,.383551774306736,.340090613835589
110550,9/9/2020 18:42:01,9/9/2020 19:04:53,2,1,2,2,1,1,2,4,1,3,4,4,2,2, , , , ,3,3,3,3,2,1,2,2,2,5,3,5,3,3,3,1,3, ,2,3,3,3,3,3,3,1,3,2,4,3,2, , , , , , , , , ,0,4,3, ,99,1,2,2,2,2,2,2,1,4,4,1,3,3,1,1,1,2,1,1,1,3,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6,3,1,1,5,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,2,9,1,3,2,2, , , , , , , , , , , , , , , , , , , ,.310612637875418
111646,9/12/2020 16:40:34,9/12/2020 17:23:33,2,1,1,1,1,2,1,2,1,2,2,3,2,2, , , , ,3,3,2,3,2,1,2,2,3,2,3,5,5,2,5,2,2,99,2,3,3,3,1,3,1,1,1,2,2,2,1,2,2,2,1,2,4, , , ,99,2,2,99, ,1,3,2,3,2,1,2,2,3,2, , , , , ,1,99,2,2,2,2,1,3,1,2,2,2,1,2,2,2,1,1,2,2, , , ,2, ,3,1,2,2,2,1,2,1,1,4,8,4,2,1,5,2, ,1,1,1,1,1,1,3,2,4,2,2, ,2,3,9,1,3,2,1, , , , , , , , , , , , , , , , , , , ,.320574774948074
111665,9/12/2020 14:42:59,9/12/2020 14:56:37,1,1,1,1,1,1,1,2,1,2,2,2,2,1, , , , ,3,3,3,3,1,1,3,2,3,5,2,3,3,5,5,2,2,1,2,3,3,3,1,1,1,2,1,1,3,2,1,3,3,2,1,2,2,7, , ,1,1,1,1, ,2, , , ,1,1,3,1,4, , , , , , ,1,1,1,1,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,2,2,3,1,1,1,5,3,1,1,1,2,1,2,4,2, ,2,3,1,1,3, ,1,2,5,5,5,5, , ,2, , ,1,3,1,1,3,3,1,.754870193920202,1.78827943056725,2.00422664389825
112238,9/9/2020 18:00:31,9/9/2020 18:12:37,1,1,1,2,1,2,2,1,2,3,3,4,4,3,1,2,2,1, , , , ,2,1,3,3,2,5,5,5,3,5,5,1,3, ,1,3,3,3,3,3,3,3,2,3,4,3,3, , , , , , , , , ,0,4,3,2, ,1,3,3,3,2,1,4,3,4,4,1,3,3,3,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,3,2,3,2,2, ,1,1,1,1,1,2,12, ,3,5,1, ,1,1,3,1,2,2,2,1,5,5,5,5, , ,1, , ,3,3,3,3,3,3,1,.428247093977551,.801579160514294,.755491377190215
112371,9/9/2020 18:02:44,9/9/2020 18:22:39,2,1,2,4,2,3,3,4,2,5,2,4,2,1, , , , ,3,3,3,3,1,2,3,2,3,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,99,4,4,4,4,4, , , , , , , , , ,0,4,3, ,2,1,4, , ,2,2,2,1,4,2, , , , , ,1,1,2,2,4,4,4,3,1,2,1,2,2,2,2,2,1,2,1,1, ,2, , , ,4,1,2,2,2,2,2,3,1,1,2,2,2,2,3,1,3,1,99,3,1,1,1,2,2,2,4,3,1,1,2,6,1,3,2,99,1,5,5,5,3,5,5,1,3, ,3,3,3, ,3,3,2,.495500016706486,1.0079958977837,.999746347820673
112490,9/11/2020 15:20:10,9/11/2020 15:46:13,2,1,2,1,1,1,1,2,3,2,2,2,3,4,1,3,3,1, , , , ,1,1,2,2,1,1,4,4,3,1,3,2,2,2,3,1,3,1,1,3,3,1,1,1,1,2,1,3,2,1,1,2,1,9, , ,1,1,3, ,1,1,2,1,4,2,1,4,3,4,2, , , , , ,1,1,1,2,1,1,1,3,1,2,2,2,1,2,2,2,1,2,2,1, , , ,1, ,2,1,2,2,2,2,2,1,2,2,4,3,2,2,4,2, ,1,1,1,1,1,1,2,2,2,2,2, ,2,3,2,1,3,2,1, , , , , , , , , , , , , , , , , , , ,.422062247776326
112495,9/10/2020 15:43:36,9/10/2020 16:07:47,1,1,2,2,2,2,2,3,1,2,2,2,1,3,1,3,3,1, , , , ,3,1,4,3,4,1,4,3,3,1,3,2,2,3,2,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,1,2,2,3, , ,1,2,2, ,2,1,2,2,2,1,1,3,3,3,2, , , , , ,2,1,4,3,4,3,4,4,1,1,1,2,1,2,1,2,1,2,1,1,1,2, ,2, ,2,1,1,2,2,2,2,1,1,2,4,3,2,1,6,2, ,1,1,1,1,1,2,12, ,3,5,2, ,2,4,9,1,4,2,2, , , , , , , , , , , , , , , , ,1, ,.166057491092545,.191238796989394
112613,9/13/2020 0:45:47,9/13/2020 1:00:26,1,1,1,1,1,1,1,2,1,3,3,3,2,2, , , , ,3,3,2,2,2,1,3,3,2,5,5,3,2,2,2,1,1, ,1,1,3,3,1,3,3,2,3,4,3,2,3, , , , , , , , , ,0,4,2,1, ,1,3,4,4,2,99,1,3,4,3,3,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,1,6,2, ,1,1,1,1,1,6,1,2,1,4,1, ,1,2,9,1,3,3,1, , , , , , , , , , , , , , , , ,1, ,.323941281906825,.40493527152863
112715,9/9/2020 19:43:57,9/9/2020 19:56:16,2,1,1,1,1,1,1,2,3,2,2,2,2,2, , , , ,1,3,2,3,2,1,3,2,2,1,4,4,3,1,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,3,2,2,3, , ,1,2,2,2, ,1,3,1,3,1,1,2,1,3,3,2,1,2,1,3,2,1,1,3,2,2,1,3,1,2,1,2,1,2,1,2,1,2,2,1, ,2, ,1, ,3,1,2,2,2,1,2,3,1,1,1,3,1,1,6,2, ,1,1,1,1,1,1,2,2,2,5,3,2,2,4,8,1,4,2,1, , , , , , , , , , , , , , , , ,2, ,.398106137212122,.364606671875595
112984,9/9/2020 22:03:45,9/9/2020 22:20:21,2,1,2,1,1,1,1,3,3,2,1,2,2,3,1,3,3,1, , , , ,2,1,3,3,3,1,4,3,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3, , ,1,1,1, ,1,2, , , ,1,1,4,3,4, , , , , , ,1,1,1,1,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,3,2,2,2,1,2,2,3,1,3,5,3,2,1,5,2, ,1,1,1,1,1,1,12, ,3,5,2, ,2,4,9,1,5,3,1, , , , , , , , , , , , , , , , ,1, ,.201942289902996,.254660240695709
113274,9/10/2020 0:39:02,9/10/2020 2:04:39,2,1,1,2,2,1,1,2,1,2,99,2,2,2, , , , ,2,2,2,2,2,1,2,2,2,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,99, , ,1,2,2,1, ,1,2,1,1,2,1,2,3,4,2, , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,2,1,2,2, , , , , , ,3,1,2,2,2,1,2,1,1,1,1,3,1,1,5,2, ,1,3,5,1,1,6,1,2,1,4,2, ,2,3,2,1,2,2,2,2,2,2,2,2, , ,2, , ,1,1,1,1,1,1,2,.141185793445427,.253523621281965,.207017239553246
113412,9/9/2020 17:52:42,9/9/2020 18:10:40,1,1,1,2,1,1,99,3,3,1,2,4,2,3,1,3,3,1, , , , ,1,1,1,1,2,2,5,3,3,1,3,2,1, ,1,2,1,1,3,3,1,1,1,2,4,4,4, , , , , , , , , ,0,4,1,1, ,1,2,2,2,2,2,1,1,1,2, , , , , ,1,2,3,3,2,4,1,2,1,2,2,1,1,1,1,2,1,2,2,2, , ,2,1,2,2,1,2,2,2,1,2,1,1,3,7,4,2,2,3,2, ,1,1,1,1,1,1,11, ,4,5,1, ,1,2,2,1,3,2,2,1,5,5,3,2,2,5,1,3, ,3,3,3, ,3,3,2,.483035653312501,.523703997676335,.486167016035221
113565,9/9/2020 20:19:11,9/9/2020 20:42:13,2,1,1,2,2,2,2,4,3,2,3,3,4,3,1,2,2,1, , , , ,3,2,3,3,1,5,5,5,5,5,5,1,3, ,3,3,3,3,3,3,3,3,2,3,4,3,3, , , , , , , , , ,0,3,3,2, ,1,2,1,2,2,2,4,3,4,4,3,2,3,3,3,2,2,2,3,3,3,2,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,1,2,3,2, ,1,1,1,1,1,1,1,1,1,2,2, ,2,3,8,1,2,4,1, , , , , , , , , , , , , , , , ,2, ,.267289005109335,.296902785837805
114058,9/10/2020 17:07:26,9/10/2020 17:21:33,1,1,2,1,1,1,1,3,3,2,2,2,1,2, , , , ,3,3,3,3,2,1,3,3,2,1,4,3,5,1,3,2,2,3,2,1,3,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,8, , ,1,2,1, ,2,1,1,1,4,1,1,1,3,4,1, , , , , ,1,1,2,2,2,1,1,4,1,2,2,2,1,2,2,2,1,1,2,1, , , ,2, ,4,1,2,2,2,2,2,3,1,4,9,4,1,1,6,2, ,1,1,1,1,1,3,5, ,4,4,2, ,2,4,99,1,5,1,1, , , , , , , , , , , , , , , , ,1, ,.122584634220179,.157125562044405
114190,9/10/2020 20:14:00,9/10/2020 20:30:07,1,1,2,1,1,3,1,4,1,4,2,4,4,2, , , , ,3,3,3,3,1,1,2,2,3,1,4,4,3,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,7, , ,1,1,1, ,1,1,4, , ,1,1,2,2,4,4,2,3,3,2,2,1,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,2,1,5,2, ,1,1,1,1,1,1,1,2,1,6,2, ,2,4,9,1,5,2,1, , , , , , , , , , , , , , , , ,1, ,.463788417083454,.523097734343099
114197,9/9/2020 23:06:56,9/10/2020 0:07:13,2,1,1,3,2,1,3,3,3,4,4,4,4,2, , , , ,3,3,3,3,1,1,3,2,3,1,3,3,1,1,3,1,3, ,1,3,3,3,3,3,3,4,1,4,4,4,2, , , , , , , , , ,0,4,2,1, ,1,2,3,3,2,1,4,2,4,4,3,1,1,1,1,1,2,1,4,4,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,1,5,2, ,1,1,1,1,1,5,2,2,2,6,4,1,1,2,3,1,3,2,2,3,3,1,3,1, , ,2, , ,1,3,3,1,3,1,1,.7463541018071,.840403873335207,.848577216654953
114473,9/11/2020 18:52:23,9/11/2020 19:08:34,1,1,1,99,1,1,1,3,1,2,4,4,3,4,1,3,3,1, , , , ,3,1,2,1,1,5,5,5,5,2,3,1,3, ,1,3,1,3,3,3,3,2,1,4,4,1,1, , , , , , , , , ,0,4,3,2, ,1,1,1,4,1,1,3,1,2,2, , , , , ,2,2,2,2,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,2,1,6,2, ,1,1,1,1,1,6,1,1,1,1,1, ,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , ,3, ,.579192304450389,.561461297585347
114671,9/10/2020 2:23:52,9/10/2020 2:42:17,2,1,1,1,1,1,1,2,1,4,1,4,2,4,1,1,3,1, , , , ,3,1,4,4,1,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,1,4,4,4,4,4, , , , , , , , , ,0,4,3,2, ,2, , , ,2,2,1,3,4, , , , , , ,3,2,4,4,4,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,4,1,1,6,2, ,1,1,1,1,1,1,1,2,1,6,3,1,1,1,9,1,2,2,1, , , , , , , , , , , , , , , , , , , ,.358691563319755
114797,9/9/2020 18:20:32,9/9/2020 19:02:54,1,1,2,1,1,1,1,2,3,3,2,4,3,3,99,3,3,1, , , , ,2,1,3,2,3,1,4,3,5,2,2,2,2,2,2,99,3,99,3,1,1,1,1,2,2,2,2,3,2,2,1,2,2,1, , ,1,1,3, ,99,1,3,2,2,1,99,3,3,2,2, , , , , ,2,2,3,2,4,2,1,99,1,2,2,2,1,2,2,2,1,2,2,1, , , ,1, ,4,1,2,2,2,2,2,1,1,1,2,4,1,1,5,2, ,1,1,1,1,1,1,1,2,1,4,3,2,2,4,2,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.380672343434772,.364063562584044
